row_type,epoch,global_step,lr,epoch_seconds,eval_performed,selection_score,improved,epochs_without_improve,early_stop_triggered,train/data_wait_fraction,train/data_wait_seconds,train/loss,train/noise_gate_loss,train/pesq_proxy_loss,train/predicted_pesq,train/sisdr_loss,train/spectral_loss,train/speech_preserve_loss,train/step_compute_seconds,train/teacher_mask_loss,train/teacher_wave_loss,train/wave_loss,val_rank/composite_count,val_rank/count,val_rank/delta_snr_count,val_rank/delta_snr_mean,val_rank/dnsmos_count,val_rank/pesq_count,val_rank/pesq_mean,val_rank/sample_rate,val_rank/sisdr_count,val_rank/sisdr_mean,val_rank/stoi_count,val_rank/stoi_mean,val_select/composite_count,val_select/count,val_select/delta_snr_count,val_select/delta_snr_mean,val_select/dnsmos_count,val_select/pesq_count,val_select/pesq_mean,val_select/sample_rate,val_select/sisdr_count,val_select/sisdr_mean,val_select/stoi_count,val_select/stoi_mean
epoch,1,1219,0.0005,157.5793378679955,1,3.010230923615969,1,0,0,0.007884248758260352,1.230485042266082,0.12083811539059491,0.0,0.0,0.0,0.0,0.10127946799521666,0.0,154.83828954794444,0.15569934539246305,0.04890633574469203,0.0012782918124517367,0.0,128.0,128.0,0.00784929826412386,0.0,128.0,3.019299033097923,8000.0,128.0,4.808413028717041,128.0,0.8347735845670868,0.0,1690.0,1690.0,-0.4351852853292392,0.0,1690.0,3.010230923615969,8000.0,1690.0,4.658745765686035,1690.0,0.8329180210611731
epoch,2,2438,0.0005,158.66236695100088,1,3.059321081426722,1,0,0,0.007598768395022628,1.205172105517704,0.09508941131258128,0.0,0.0,0.0,0.0,0.09543965785314158,0.0,157.3958067461499,0.11891627588582097,0.0376947760838676,0.0012382530180920356,0.0,128.0,128.0,0.25989925444671913,0.0,128.0,3.0698742819949985,8000.0,128.0,5.419218063354492,128.0,0.8393527281748553,0.0,1690.0,1690.0,-0.16878881573753712,0.0,1690.0,3.059321081426722,8000.0,1690.0,5.265407562255859,1690.0,0.8370598229051257
epoch,3,3657,0.0005,168.58163803099887,1,3.075402665561473,1,0,0,0.0072678802278674,1.2247463264793623,0.08867173482395764,0.0,0.0,0.0,0.0,0.09430259029160179,0.0,167.2901834852819,0.10975048672086983,0.03470420507657616,0.0012310849470880962,0.0,128.0,128.0,0.37228632099495584,0.0,128.0,3.0794151946902275,8000.0,128.0,5.822671413421631,128.0,0.8449245786530911,0.0,1690.0,1690.0,-0.06298186350552666,0.0,1690.0,3.075402665561473,8000.0,1690.0,5.646024227142334,1690.0,0.8410721354680176
epoch,4,4876,0.0005,180.01430102600716,1,3.083264666196157,1,0,0,0.007728281587432105,1.390584379027132,0.08576495902669341,0.0,0.0,0.0,0.0,0.09362505679801901,0.0,178.54390212940052,0.10569337250586902,0.0332206956724391,0.0012226076452370956,0.0,128.0,128.0,0.28096182731620306,0.0,128.0,3.082361307926476,8000.0,128.0,5.674004077911377,128.0,0.8463176837299538,0.0,1690.0,1690.0,-0.14973178731745185,0.0,1690.0,3.083264666196157,8000.0,1690.0,5.499627590179443,1690.0,0.8423042679784162
epoch,5,6095,0.0005,185.26091081800405,1,3.1170052045901144,1,0,0,0.007926623820332811,1.467808146146126,0.08266725568398772,0.0,0.0,0.0,0.0,0.09303868244462467,0.0,183.70663426665124,0.10128780235586057,0.031755075529462204,0.0012164530165959914,0.0,128.0,128.0,0.32442042505835517,0.0,128.0,3.1127226753160357,8000.0,128.0,5.646557807922363,128.0,0.848512771165378,0.0,1690.0,1690.0,-0.1264779300696833,0.0,1690.0,3.1170052045901144,8000.0,1690.0,5.455245018005371,1690.0,0.8452093122956058
epoch,6,7314,0.0005,160.5671669220028,1,3.141356450072407,1,0,0,0.00820754127707218,1.3172576062497683,0.08103280975326736,0.0,0.0,0.0,0.0,0.09275044467211552,0.0,159.1763130967738,0.09898597056426603,0.03091463099758678,0.0012108554952920028,0.0,128.0,128.0,0.31360917147696576,0.0,128.0,3.1447060154750943,8000.0,128.0,5.7148871421813965,128.0,0.8496221853851571,0.0,1690.0,1690.0,-0.14199130874510857,0.0,1690.0,3.141356450072407,8000.0,1690.0,5.539651870727539,1690.0,0.8462667722532486
epoch,7,8533,0.0005,188.54568677098723,1,3.1320255788825673,0,1,0,0.00808003327239491,1.5227435119450092,0.07937928995727221,0.0,0.0,0.0,0.0,0.09260236048938017,0.0,186.93483588285744,0.09655087852546482,0.030233623134468892,0.001215796937278439,0.0,128.0,128.0,0.3898785210034601,0.0,128.0,3.1310806442052126,8000.0,128.0,5.631608009338379,128.0,0.8490080560219913,0.0,1690.0,1690.0,-0.0516233078883013,0.0,1690.0,3.1320255788825673,8000.0,1690.0,5.483179569244385,1690.0,0.8460401349585158
epoch,8,9752,0.0005,211.87274677402456,1,3.137293373268737,0,2,0,0.0389136730177189,8.241109783411957,0.07824184626365314,0.0,0.0,0.0,0.0,0.09241188003989494,0.0,203.53817354611238,0.09497691037544372,0.029575660902704245,0.0012098848597216095,0.0,128.0,128.0,0.278339392526934,0.0,128.0,3.1313714664429426,8000.0,128.0,5.613673210144043,128.0,0.8508718865610182,0.0,1690.0,1690.0,-0.12378149852027606,0.0,1690.0,3.137293373268737,8000.0,1690.0,5.505028247833252,1690.0,0.8473569883655492
epoch,9,10971,0.0005,198.64375134499278,1,3.143141164864309,1,0,0,0.008657092723883724,1.718851758603705,0.07732535000520714,0.0,0.0,0.0,0.0,0.09200042800961018,0.0,196.82953087124042,0.09374662553792219,0.02910923093581806,0.0012058364486698461,0.0,128.0,128.0,0.32280033892329196,0.0,128.0,3.136585997417569,8000.0,128.0,5.762983798980713,128.0,0.8495973227489185,0.0,1690.0,1690.0,-0.07899044594492015,0.0,1690.0,3.143141164864309,8000.0,1690.0,5.6514201164245605,1690.0,0.8464629229390366
epoch,10,12190,0.0005,194.33053863001987,1,3.1331049624984786,0,1,0,0.02232830310266007,4.336786806379678,0.07650698588166303,0.0,0.0,0.0,0.0,0.09191012266684107,0.0,189.89144390332513,0.09259212614511544,0.028660755945251946,0.0012022163014621355,0.0,128.0,128.0,0.4217519588346224,0.0,128.0,3.1257454864680767,8000.0,128.0,5.842632293701172,128.0,0.8520772396419852,0.0,1690.0,1690.0,0.014135253653018523,0.0,1690.0,3.1331049624984786,8000.0,1690.0,5.714022159576416,1690.0,0.8492271000279079
